관리기관명,소재지지번주소,설치년월,보관일수,카메라대수,경도,소재지도로명주소,위도,설치목적구분,촬영방면정보,데이터기준일자,카메라화소수,관리기관전화번호
강원도 원주시청,강원도 원주시 단계동 853-1,13-Jun,30,1,127.9305801,"강원도 원주시 북원로 2235-12, (단계동)",37.3461571,기타,360도 회전,2018-07-27,130,033-737-5146
강원도 원주시청,강원도 원주시 단계동 791,13-Jun,30,1,127.9354324,,37.3446312,기타,360도 회전,2018-07-27,130,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 문막리 112-2,13-Sep,30,1,127.8217468,,37.3059425,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 동화리 1260-6,13-Sep,30,1,127.8349762,,37.3225861,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 흥업면 흥업리 1477-4,13-Sep,30,1,127.904129,,37.3125496,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 판부면 서곡리 2009-2,13-Sep,30,1,127.9482651,"강원도 원주시 판부면 오성마을길 63-14, (서곡리)",37.3188744,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 490-13,13-Sep,30,1,127.9439468,"강원도 원주시 정지길 147, (학성동)",37.3588676,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 원인동 246-3,13-Sep,30,1,127.9482803,"강원도 원주시 무실로43번길 6, (원동)",37.3463173,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 개운동 328,13-Sep,30,1,127.9544144,"강원도 원주시 치악로1735번길 56-8, (개운동)",37.3344116,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 개운동 384-22,13-Sep,30,1,127.9562988,"강원도 원주시 개봉길 12, (개운동)",37.3421211,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜1동 126-1,13-Sep,30,1,127.9482574,"강원도 원주시 교촌길 19-6, (명륜동)",37.3398552,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜2동 819-7,13-Sep,30,1,127.9451981,"강원도 원주시 소방서길 16, (명륜동)",37.3298798,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 1606-1,13-Sep,30,1,127.9590225,"강원도 원주시 단구로 349, (단구동)",37.3246727,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 1630-10,13-Sep,30,1,127.9557953,"강원도 원주시 단관길 67-10, (단구동)",37.3224564,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 일산동 91-16,13-Sep,30,1,127.9476929,"강원도 원주시 무실로12번길 15-26, (일산동)",37.3486252,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 일산동 184-86,13-Sep,30,1,127.9462814,"강원도 원주시 원일로 151-1, (일산동)",37.3518372,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 267-23,13-Sep,30,1,127.9433594,,37.3535843,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 781-6,13-Sep,30,1,127.9346542,"강원도 원주시 소삼터길 20, (단계동)",37.3462181,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 우산동 242-12,13-Sep,30,1,127.9354401,"강원도 원주시 북원로2485번길 43, (우산동)",37.3669548,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장1동 692-3,13-Sep,30,1,127.9548874,"강원도 원주시 보수골길 4, (태장동)",37.3605919,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 1394-1,13-Sep,30,1,127.9495621,"강원도 원주시 현충로314번길 27, (태장동)",37.380867,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 1352-29,13-Sep,30,1,127.949791,"강원도 원주시 북원로2738번길 15, (태장동)",37.3876839,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 957-13,13-Sep,30,1,127.9641266,,37.3465004,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 1103-3,13-Sep,30,1,127.9568176,"강원도 원주시 치악로 1878-2, (봉산동)",37.3486748,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 행구동 1200-9,13-Sep,30,1,127.9709015,,37.341259,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 무실동 163,13-Sep,30,1,127.9262238,,37.327301,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 908-2,13-Sep,30,1,127.9352112,"강원도 원주시 이화1길 38-15, (단계동)",37.3416977,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1718-7,13-Sep,30,1,127.9641876,"강원도 원주시 단관초교길 26, (관설동)",37.3164177,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1703-6,13-Sep,30,1,127.9646454,"강원도 원주시 라옹정길 3-8, (관설동)",37.3181,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 일산동 184-72,13-Sep,30,1,127.9460068,"강원도 원주시 갈머리2길 18-19, (일산동)",37.3523827,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 건등리 1642-2,13-Dec,30,1,127.8349533,,37.3356171,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 운남리 556-37,13-Dec,30,1,127.8852005,,37.168602,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 1373-4,13-Dec,30,1,127.9532852,"강원도 원주시 흥양로51번길 9, (태장동)",37.3846588,기타,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 무실동 1907-2,13-Dec,30,1,127.9278107,"강원도 원주시 솔우물1길 15-1, (무실동)",37.3277397,기타,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 용암리 210-1,13-Dec,30,1,127.8347778,"강원도 원주시 귀래면 용암동막길 239, (용암리)",37.1751518,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 귀래리 1458,13-Dec,30,1,127.863678,,37.2234001,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 귀래리 1458,13-Dec,30,1,127.863678,,37.2234001,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 용암리 22-2,13-Dec,30,1,127.8443527,,37.170517,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 귀래리 1457,13-Dec,30,1,127.8637009,,37.2235756,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 운남리 662-2,13-Dec,30,1,127.8887787,"강원도 원주시 귀래면 법동길 45, (운남리)",37.1638374,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 운계리 326-1,13-Dec,30,1,127.8947449,,37.1994324,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 운남리 384-3,13-Dec,30,1,127.9210892,,37.1808586,생활방범,고정형,2018-07-27,300,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 1373-5,11-Sep,30,1,127.9527817,"강원도 원주시 흥양로51번길 11, (태장동)",37.3837738,생활방범,360도 회전,2018-07-27,130,033-737-5146
강원도 원주시청,강원도 원주시 명륜2동 710-3,15-Jan,30,1,127.9417114,"강원도 원주시 예술관길 30, (명륜동)",37.3324966,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 우산동 201-3,15-Jan,30,1,127.9360352,"강원도 원주시 상지대길 59, (우산동)",37.3698235,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 동화리 1543,14-Jan,30,1,127.8295135,"강원도 원주시 문막읍 왕건로 77, (동화리, 문막현진아파트)",37.3263092,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1743-12,15-Jan,30,1,127.9624557,"강원도 원주시 관설안길 3-27, (관설동)",37.3175926,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 618-15,17-Dec,30,1,127.9589539,"강원도 원주시 치악로 1649-2, (단구동)",37.3302307,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 1144-14,11-Dec,30,1,127.9586105,"강원도 원주시 개봉교길 45, (봉산동)",37.3458138,생활방범,360도 회전,2018-07-27,130,033-737-5146
강원도 원주시청,강원도 원주시 단계동 891-11,13-Dec,30,1,127.9301834,"강원도 원주시 이화5길 38-12, (단계동)",37.341526,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 895-11,13-Dec,30,1,127.9313049,"강원도 원주시 이화6길 67, (단계동)",37.3401451,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 897-9,13-Dec,30,1,127.9304657,"강원도 원주시 이화6길 88, (단계동)",37.338974,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 897,13-Dec,30,1,127.9308243,"강원도 원주시 이화6길 70, (단계동)",37.3401413,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 904-15,13-Dec,30,1,127.9329605,"강원도 원주시 이화1길 56, (단계동)",37.3411636,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 924-2,13-Dec,30,1,127.9322205,"강원도 원주시 이화3길 37, (단계동)",37.3385201,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 1136-10,13-Dec,30,1,127.9570923,"강원도 원주시 배말길 27, (봉산동)",37.345932,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 902-362,13-Dec,30,1,127.9603653,"강원도 원주시 봉천길 20, (봉산동)",37.3456955,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 912-23,13-Dec,30,1,127.962944,"강원도 원주시 봉산로 72-12, (봉산동)",37.3451881,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 935-5,13-Dec,30,1,127.9640045,"강원도 원주시 봉산로 96-8, (봉산동)",37.3442574,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1818-2,14-Jan,30,1,127.9782639,,37.3366814,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1964-3,14-Jan,30,1,127.9860153,"강원도 원주시 양지로 160, (반곡동)",37.3343849,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1967-9,14-Jan,30,1,127.9925613,"강원도 원주시 봉황2길 1, (반곡동)",37.3301506,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1822-19,14-Jan,30,1,127.9810791,"강원도 원주시 입춘로 73, (반곡동)",37.3262978,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1905-9,14-Jan,30,1,127.9909515,,37.3267517,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1824-1,14-Jan,30,1,127.9797287,,37.3278656,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 4104-1,14-Jan,30,1,127.9832687,,37.3263054,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1897-1,14-Jan,30,1,127.9851379,"강원도 원주시 양지로 68, (반곡동)",37.3272972,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 2027-1,14-Jan,30,1,127.9917755,,37.322998,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 4405-7,14-Jan,30,1,127.9749603,,37.3200035,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 4307-1,14-Jan,30,1,127.9817352,,37.3251915,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 2047-11,14-Jan,30,1,127.9817123,,37.3215675,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 2047-10,14-Jan,30,1,127.9818802,"강원도 원주시 혁신로 60, (반곡동)",37.3227386,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1884-1,14-Jan,30,1,127.9786301,"강원도 원주시 혁신로 39, (반곡동)",37.3243675,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 2049-3,14-Jan,30,1,127.9774323,,37.3241234,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1858-5,14-Jan,30,1,127.9787598,"강원도 원주시 입춘로 50, (반곡동)",37.3267326,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1809-9,14-Jan,30,1,127.975853,"강원도 원주시 입춘로 21, (반곡동)",37.3290672,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1822-11,14-Jan,30,1,127.9794617,,37.3305893,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1822-13,14-Jan,30,1,127.9782104,,37.333374,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1816-2,14-Jan,30,1,127.9761963,"강원도 원주시 배울로 215, (반곡동)",37.3355064,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1818-10,14-Jan,30,1,127.9827728,"강원도 원주시 혁신로 346, (반곡동)",37.3350258,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1963-8,14-Jan,30,1,127.9861374,,37.3314362,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1900-1,14-Jan,30,1,127.9865494,"강원도 원주시 건강로 6, (반곡동)",37.3263359,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1984-6,14-Jan,30,1,127.9872055,,37.3240509,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1916-1,14-Jan,30,1,127.9872208,,37.3220253,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1914-8,14-Jan,30,1,127.9933548,"강원도 원주시 혁신로 199, (반곡동)",37.3262901,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 반곡관설동 1993-3,14-Jan,30,1,127.9932022,,37.328537,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 동화리 516-3,15-Jan,30,1,127.8447266,,37.3254089,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 동화리 1530-3,15-Jan,30,1,127.8284607,"강원도 원주시 문막읍 동화초교길 25, 101동  (동화리, 대광미소채아파트)",37.328228,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 문막읍 동화리 670-8,15-Jan,30,1,127.8378372,"강원도 원주시 문막읍 성아길 10-4, (동화리)",37.3206139,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 평장리 751-4,15-Jan,30,1,128.0017548,,37.4177361,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 학곡리 574-1,15-Jan,30,1,128.0567932,,37.4378128,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 흥양리 1742,15-Jan,30,1,127.9738388,"강원도 원주시 소초면 흥양로 189, (흥양리)",37.3816452,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 학곡리 181-5,15-Jan,30,1,128.05896,,37.429512,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 장양리 62-72,15-Jan,30,1,127.9800186,,37.3791885,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 소초면 교항1리 980-6,15-Jan,30,1,128.0099182,,37.4322777,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 호저면 주산리 188-3,15-Jan,30,1,127.9317627,,37.4027977,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 호저면 무장리 793-5,15-Jan,30,1,127.8918915,,37.3995819,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 지정면 간현리 1050,15-Jan,30,1,127.8358917,"강원도 원주시 지정면 간현로186번길 7, (간현리)",37.3649101,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 지정면 간현리 879-4,15-Jan,30,1,127.837265,,37.3636284,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 지정면 간현리 1031,15-Jan,30,1,127.8346176,,37.3634682,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 부론면 정산리 1160-10,15-Jan,30,1,127.7733459,,37.1750526,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 부론면 법천리 1449-1,15-Jan,30,1,127.7501907,"강원도 원주시 부론면 법천시장길 51-2, (법천리)",37.2080154,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 부론면 단강리 500-6,15-Jan,30,1,127.8207855,,37.1548996,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 부론면 단강리 1461,15-Jan,30,1,127.7982864,,37.1470947,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 귀래면 용암리 72-91,15-Jan,30,1,127.8352737,,37.1609688,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 흥업면 매지리 1141-1,15-Jan,30,1,127.9053726,,37.2707596,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 흥업면 사제리 1249-2,15-Jan,30,1,127.8863449,,37.331501,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 흥업면 사제리 1510,15-Jan,30,1,127.8782272,,37.3373871,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 판부면 금대리 산95-12,15-Jan,30,1,128.0302582,,37.2632217,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 판부면 서곡8리 1987-1,15-Jan,30,1,127.9414597,"강원도 원주시 판부면 매봉길 2, (서곡8리)",37.3218269,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 판부면 서곡리 145,15-Jan,30,1,127.9334717,,37.3055382,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 신림면 성남리 535,15-Jan,30,1,128.0838013,"강원도 원주시 신림면 성남로 253, (성남리)",37.2657967,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 신림면 황둔리 1538-4,15-Jan,30,1,128.1413574,,37.2503471,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 중앙동 329-9,15-Jan,30,1,127.9479523,"강원도 원주시 평원로 116-1, (학성동)",37.354454,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 중앙동 655-3,15-Jan,30,1,127.9435883,"강원도 원주시 정지길 113, (학성동)",37.3604355,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 중앙동 315-2,15-Jan,30,1,127.9464798,"강원도 원주시 원일로 164-23, (학성동)",37.3547287,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜1동 205-66,15-Jan,30,1,127.9427338,,37.3403664,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 원인동 18,15-Jan,30,1,127.9514313,,37.3445396,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 개운동 84-23,15-Jan,30,1,127.9593735,,37.342598,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 개운동 475,15-Jan,30,1,127.9616623,"강원도 원주시 개운5길 57, (개운동)",37.3369598,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 개운동 50-1,15-Jan,30,1,127.9615707,"강원도 원주시 개운4길 25, (개운동)",37.3403969,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜1동 49-35,15-Jan,30,1,127.9517365,"강원도 원주시 배수지길 23-1, (명륜동)",37.3439064,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜1동 245-1,15-Jan,30,1,127.9492798,"강원도 원주시 남원로 589-5, (명륜동)",37.3362045,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜1동 258-4,15-Jan,30,1,127.9511261,,37.3392296,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜2동 480,15-Jan,30,1,127.9461441,"강원도 원주시 남원로527번길 23, (명륜동, 단구2단지)",37.3315697,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜2동 824-20,15-Jan,30,1,127.9431305,"강원도 원주시 소방서길 40-12, (명륜동)",37.3292427,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 명륜2동 822-4,15-Jan,30,1,127.9446869,"강원도 원주시 소방서길 25, (명륜동)",37.3292923,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 74-78,15-Jan,30,1,127.9661484,,37.3235016,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 1065-11,15-Jan,30,1,127.9544449,"강원도 원주시 단구로243번길 7, B동  (단구동, 대림베스트빌)",37.3327713,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 1520-1,15-Jan,30,1,127.9482651,,37.3263626,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단구동 200-2,15-Jan,30,1,127.9607086,"강원도 원주시 단사정길 116, (단구동)",37.3301086,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 일산동 154-165,15-Jan,30,1,127.9438934,"강원도 원주시 일산로36번길 62-2, (일산동)",37.3463745,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 일산동 282-24,15-Jan,30,1,127.9415359,"강원도 원주시 남산로 118-2, (일산동)",37.3472595,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 1222,15-Jan,30,1,127.9403992,"강원도 원주시 송계1길 49, (학성동)",37.3598824,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 1005-6,15-Jan,30,1,127.9422379,"강원도 원주시 남산로 209-4, (학성동)",37.3547363,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 1260,15-Jan,30,1,127.9393158,"강원도 원주시 남산로 181, (학성동)",37.3534431,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 1035-5,15-Jan,30,1,127.9430466,"강원도 원주시 남산로218번길 11, (학성동)",37.3543625,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 242-44,15-Jan,30,1,127.9429474,,37.3521919,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 학성동 978-23,15-Jan,30,1,127.9381943,"강원도 원주시 원문로 74, (학성동)",37.3570061,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 55-5,15-Jan,30,1,127.9366455,"강원도 원주시 모란1길 1, (단계동)",37.359787,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 단계동 128-44,15-Jan,30,1,127.9345398,"강원도 원주시 원문로125번길 17, (단계동)",37.3553886,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 우산동 280,15-Jan,30,1,127.9340591,"강원도 원주시 유원길 13, (우산동)",37.3708916,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 우산동 821,15-Jan,30,1,127.9397354,"강원도 원주시 우산공단길 23, (우산동, 신일유토빌)",37.3720093,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 우산동 154-1,15-Jan,30,1,127.938652,"강원도 원주시 북원로2425번길 53-2, (우산동, 삼호빌라)",37.3621254,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장1동 689-2,15-Jan,30,1,127.9559097,,37.3607483,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장1동 1329-45,15-Jan,30,1,127.9577942,,37.3574028,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 1371,15-Jan,30,1,127.9513931,"강원도 원주시 북원로2718번길 40, (태장동)",37.3855972,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 2712,15-Jan,30,1,127.9557037,"강원도 원주시 태장둔치길 77, (태장동)",37.3839493,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 태장2동 260-3,15-Jan,30,1,127.9386902,"강원도 원주시 가현로 170, (가현동)",37.396431,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 1017-3,15-Jan,30,1,127.9560394,"강원도 원주시 무진길 10, (봉산동)",37.3523293,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 966-2,15-Jan,30,1,127.965332,,37.3473778,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 봉산동 1050-39,15-Jan,30,1,127.9556808,,37.3510742,생활방범,360도 회전,2018-07-27,200,033-737-5146
강원도 원주시청,강원도 원주시 행구동 1048-10,15-Jan,30,1,127.9981842,,37.3434868,생활방범,360도 회전,2018-07-27,200,033-737-5146
